,face_uuid,account_name,Ground Truth,filename,match_file,match_score,model,distance_metric,number_of_hits,Model
936,aa98ac44-a4b5-4138-8597-f6f9a9ba4079,cdu,Armin Laschet,cdu_18-09-2021_00:00_image2.jpeg,6b5fba44-8fb8-4e07-98e3-960e82e765a9.png,1.0290021346448786,Facenet512,euclidean_l2,1.0,Armin Laschet
937,adbc613b-ff80-4ab3-a520-dedeb60a6464,cdu,Armin Laschet,cdu_18-09-2021_00:00_image2.jpeg,1bd44b42-05b1-4e5e-9ecf-b19872c3a776.png,0.6937445189856218,Facenet512,euclidean_l2,20.0,Armin Laschet
938,d20352d7-c458-41fc-9b60-d0fdc06bacf5,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video16.jpeg,,,,,,Unknown
939,7492e1e1-44f2-4a3c-8829-c50f03cf93e7,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video16.jpeg,,,,,,Unknown
940,2dfc33d9-1ab7-4d14-937c-f791d85c8bd6,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video16.jpeg,,,,,,Unknown
941,1bfba129-22da-423d-a142-a4ad11f7147a,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video16.jpeg,,,,,,Unknown
942,2a100a38-a04a-4135-80a4-23099102df89,christlichsozialeunion,Markus Söder,christlichsozialeunion_16-09-2021_00:00_video16.jpeg,,,,,,Unknown
943,cf65f9c1-ea50-4b68-b91e-e42e3d2cbb6f,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video16.jpeg,,,,,,Unknown
944,19e382fd-803b-4471-8ba7-7213a3af4302,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video16.jpeg,,,,,,Unknown
953,95b1063e-6db6-45db-b05c-7eb57c46837c,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
954,ec32f97c-9f42-44d9-8656-273623c25df0,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
955,e5d517c5-aff1-451a-ac0d-3bf4b35d5fe5,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
956,4ac9ce29-a2d5-4f39-8e72-aed9cddbb0c9,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
957,5446f030-3c7d-430d-9698-ed2abcbfca4d,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
958,1bd55f44-5a39-476b-9056-878befbce063,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
959,18201802-bef5-4705-8aa3-d231bf674ff8,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
960,9c1967c1-3bcd-479e-bb76-0ec4dca88c49,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
961,d2678656-7e47-4512-b6f5-a7826c9424d4,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
962,2234c16e-be3f-4236-be20-cdd0d417a2f9,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
963,1cc1d09a-9f48-4ab3-af74-c6ac06c60656,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
964,30a74a03-3de5-4fcb-9931-a2085c338fbe,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
965,448f3b98-2e6f-4184-86f4-741731cc4420,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
966,daff970d-da03-4219-b5a3-de4ef00a12b1,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
967,ec222a52-dd0c-4f85-a1b0-b8c9ab080807,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
968,ca7c3b46-e38f-4757-ab6d-76218c650d11,abaerbock,Unknown,abaerbock_18-09-2021_00:00_image1.jpeg,,,,,,Unknown
969,b666fea2-7028-471c-9139-a5f9a3903a2d,abaerbock,Annalena Baerbock,abaerbock_13-09-2021_00:00_image5.jpeg,dded1da1-82ba-453b-8736-9ef3e81ab387.png,0.9814457877287864,Facenet512,euclidean_l2,8.0,Annalena Baerbock
970,39f47b5e-9be5-4257-9332-74bd96725cdd,abaerbock,Unknown,abaerbock_13-09-2021_00:00_image5.jpeg,,,,,,Unknown
971,8f9fa3c2-b917-4946-bd9e-e71a2e72f077,fdp,Unknown,fdp_20-09-2021_00:00_image8.jpeg,,,,,,Unknown
972,2288c2bc-179e-4d35-a398-e9f21f365602,fdp,Unknown,fdp_20-09-2021_00:00_image8.jpeg,,,,,,Unknown
973,af18844b-abcc-4c65-b7bd-c560275e6ead,fdp,Unknown,fdp_20-09-2021_00:00_image8.jpeg,,,,,,Unknown
974,b5a3b677-e3a7-4daf-ac20-3983ced622a0,die_gruenen,Annalena Baerbock,die_gruenen_20-09-2021_00:00_image5.jpeg,9a8aa257-6928-4d20-bb76-b003078f551d.png,0.663735234026824,Facenet512,euclidean_l2,13.0,Annalena Baerbock
977,7f082978-d5dd-42f4-b9d4-7d5fac63e259,abaerbock,Annalena Baerbock,abaerbock_17-09-2021_00:00_video7.jpeg,9a8aa257-6928-4d20-bb76-b003078f551d.png,0.7195337848980783,Facenet512,euclidean_l2,13.0,Annalena Baerbock
978,4bbde2c7-9651-426b-8b21-bc6ee09ce92c,abaerbock,Unknown,abaerbock_17-09-2021_00:00_video7.jpeg,9a8aa257-6928-4d20-bb76-b003078f551d.png,0.819512685682283,Facenet512,euclidean_l2,11.0,Annalena Baerbock
979,9fcfebc2-baf0-4453-863a-1d40f4057c46,abaerbock,Unknown,abaerbock_17-09-2021_00:00_video7.jpeg,,,,,,Unknown
980,31c6d388-2a9b-4c9e-bab4-f40c67d40cbd,abaerbock,Unknown,abaerbock_17-09-2021_00:00_video7.jpeg,,,,,,Unknown
981,1ffbf56e-f0bc-4652-8d43-c926f8591cd1,abaerbock,Unknown,abaerbock_21-09-2021_00:00_image1.jpeg,,,,,,Unknown
982,b1a72b94-1883-40d8-b901-f16b73c90b91,abaerbock,Unknown,abaerbock_14-09-2021_00:00_image8.jpeg,,,,,,Unknown
1003,eac6417b-15a5-4eaa-80b7-ee1135091bef,olafscholz,Unknown,olafscholz_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1004,abb6d33c-464d-4d9b-8d11-3bb823b6bf08,olafscholz,Unknown,olafscholz_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1005,8cdf8b76-0f2f-4165-badd-f7a18b660d6b,olafscholz,Unknown,olafscholz_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1006,eab0e6c1-7096-49e7-8813-670935a1bab5,christianlindner,Unknown,christianlindner_20-09-2021_00:00_image3.jpeg,,,,,,Unknown
1007,88e2ad99-cbe9-4f9a-bd8e-02c0355c9a11,christianlindner,Christian Lindner,christianlindner_20-09-2021_00:00_image3.jpeg,2384c946-7f3b-4280-8257-c73c1bb814b1.png,1.008116012232284,Facenet512,euclidean_l2,1.0,Christian Lindner
1008,73de7c4f-2e00-4dd7-ac31-80bf6f1ca8f1,christianlindner,Unknown,christianlindner_20-09-2021_00:00_image3.jpeg,,,,,,Unknown
1009,46270f9c-df47-4641-a65d-917d0837ee93,christianlindner,Unknown,christianlindner_20-09-2021_00:00_image3.jpeg,,,,,,Unknown
1010,4a59c1b1-02ae-460f-b2f8-2e6942a9ff62,christianlindner,Unknown,christianlindner_20-09-2021_00:00_image3.jpeg,,,,,,Unknown
1011,32660f41-d300-456d-8d3b-80a647b30594,christianlindner,Unknown,christianlindner_20-09-2021_00:00_image3.jpeg,,,,,,Unknown
1015,7761dc6b-0f28-4120-8f5a-2b6915527a4e,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video37.jpeg,,,,,,Unknown
1016,1abdc544-0613-48c9-881f-a75b5e3f62bb,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video37.jpeg,,,,,,Unknown
1017,4a78388a-c33e-4470-b31b-76ed555a6077,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video37.jpeg,,,,,,Unknown
1018,39968cfa-89bf-422c-bfce-f418acd2a651,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video37.jpeg,,,,,,Unknown
1019,d75e5d29-2cb7-4129-84dc-1af8c7f7c95c,olafscholz,Unknown,olafscholz_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
1020,09410764-be07-438a-b99a-ffadeb0feec9,olafscholz,Unknown,olafscholz_18-09-2021_00:00_video4.jpeg,,,,,,Unknown
1021,887662fb-7d4e-46d6-811c-373e02e67beb,cdu,Unknown,cdu_20-09-2021_00:00_video24.jpeg,,,,,,Unknown
1022,72656608-2fc5-4a61-a11b-ed1eb20512c7,cdu,Unknown,cdu_20-09-2021_00:00_video24.jpeg,,,,,,Unknown
1023,2f32b8b8-1de1-4969-b46d-45a41dfa1039,cdu,Unknown,cdu_20-09-2021_00:00_video24.jpeg,,,,,,Unknown
1024,44f9904e-8a0e-4962-ba46-6599a9c074b2,cdu,Unknown,cdu_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1025,9110e7bc-53bc-4774-95a9-18c9864263ad,cdu,Unknown,cdu_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1026,883f25d0-d3d1-467e-99fc-4532b6be782c,cdu,Unknown,cdu_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1027,a19c16d6-01ab-4c86-b90c-884c41ffadcd,cdu,Unknown,cdu_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1028,47320ee4-c431-4679-b7ec-e492becd35aa,cdu,Unknown,cdu_17-09-2021_00:00_video3.jpeg,,,,,,Unknown
1029,68f97332-c45a-4d7c-ba71-1276a841b067,christlichsozialeunion,Markus Söder,christlichsozialeunion_18-09-2021_00:00_image0.jpeg,d58b66d8-f621-4c58-9284-a999f266986a.png,0.2791626067102187,Facenet512,euclidean_l2,13.0,Markus Söder
1030,3a8b6f34-32ae-472d-a5ec-38dc95f4bb06,christlichsozialeunion,Unknown,christlichsozialeunion_18-09-2021_00:00_image0.jpeg,,,,,,Unknown
1031,40e47d2e-b25a-41c6-9ec6-058da9f2ddc5,christlichsozialeunion,Unknown,christlichsozialeunion_18-09-2021_00:00_image0.jpeg,,,,,,Unknown
1032,41993c33-10ab-4296-9b31-ae0279bd751c,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video10.jpeg,,,,,,Unknown
1033,3c7eb24d-1a44-4373-b59f-123e52989be4,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video10.jpeg,,,,,,Unknown
1034,8744e7c6-6124-4ae4-a422-1e35321b4d2f,die_gruenen,Unknown,die_gruenen_13-09-2021_00:00_video10.jpeg,,,,,,Unknown
1035,5c328ce0-8c08-4a8e-a1e6-5a3d3fe473d4,christlichsozialeunion,Unknown,christlichsozialeunion_25-09-2021_00:00_video0.jpeg,,,,,,Unknown
1036,50b6100d-4bb2-45c7-9e39-7e48ce67f54e,christlichsozialeunion,Markus Söder,christlichsozialeunion_25-09-2021_00:00_video0.jpeg,d58b66d8-f621-4c58-9284-a999f266986a.png,0.2613227834566927,Facenet512,euclidean_l2,13.0,Markus Söder
1037,34fc5959-d520-40ad-a22c-9b3c77251fec,christlichsozialeunion,Unknown,christlichsozialeunion_25-09-2021_00:00_video0.jpeg,soeder.jpeg,1.0386965342329912,Facenet512,euclidean_l2,1.0,Markus Söder
1041,f1338a66-988d-4250-a725-5012ee7b5443,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1042,a828cb27-3a5e-40e9-87ff-bb973e473309,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1043,11e64728-df37-4ed7-8892-9e7792dbbd6f,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1044,e098c97f-da8b-405e-80f8-89ac5aed0c53,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1045,aea647df-bf10-4bb8-97e7-a9a356ea3280,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1046,6e1ed147-eabc-4186-9d24-5dded1146601,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1047,1e1ad2ef-0dd8-48c9-b2dd-945261c7b1a6,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1048,c72bf0d3-c8fe-4859-a65b-53de6ceb6394,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1049,3b0a34a3-0b31-4d7b-9b7b-0e8a46ae65ad,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1050,fccddf62-92d5-48a0-937c-26ea29501bbf,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1051,bde4ea75-8797-49e1-90fd-a70bd9aeeb10,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1052,5d734076-83d9-400e-868b-49dcd72a9647,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1053,f0227f45-5d56-4db6-bdd4-182385a7f17c,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1054,69cf84fc-a048-4d0f-9af7-05c619d38aae,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1055,4cb02d3c-b1e1-4aaa-ae84-f39effaecb0e,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1056,99477947-a383-4f2f-aab9-3e658b8489dd,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1057,260f7194-4acc-45c0-a23e-764401dc2442,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1058,89b0b5f6-ce37-4541-82d4-8f6ba62ff745,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1059,292f03d5-08f5-422a-b1db-807893766e3f,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1060,d222d0fa-9356-426c-8f1d-5c40d227639d,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1061,82166389-6e15-45d0-a915-a659715ed059,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1062,1da7fbfa-e203-4af6-84eb-3774f7d0122c,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1063,1739bf73-1682-477e-bb28-f57c781705cc,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1064,cefbba04-0cdd-4c27-a73e-bd2d1f503041,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1065,dc374fd3-fe7c-4d89-9155-3be6cabbbe75,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1066,edfd07f9-c01e-4f48-842e-a28fda1e46a8,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1067,1e504aec-8715-4282-9b21-3b2ca2a25f8e,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1068,f295f01d-8433-48db-83d9-91e15bf085a5,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1069,46140e41-0a80-417e-9ec0-8deb169ce112,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1070,717a16cd-b1f1-4bb1-b8ca-df4421f6af2c,abaerbock,Unknown,abaerbock_23-09-2021_00:00_image5.jpeg,,,,,,Unknown
1073,36510999-daef-4a2f-949c-e0e5cb37edec,cdu,Unknown,cdu_17-09-2021_00:00_image0.jpeg,,,,,,Unknown
1074,d46cdf41-0ed7-44d5-a59d-a5027df870eb,cdu,Unknown,cdu_17-09-2021_00:00_image0.jpeg,872af970-553e-4d30-abdc-252f937b8d70.png,1.0136579586789054,Facenet512,euclidean_l2,6.0,Armin Laschet
1075,a9a8b3d5-fa34-4554-8cd3-69d3edce84e7,cdu,Armin Laschet,cdu_17-09-2021_00:00_image0.jpeg,7cdeee40-f222-4b03-a819-4db32fc47d20.png,0.6862827507474168,Facenet512,euclidean_l2,20.0,Armin Laschet
1076,36fcc1de-0a4c-4547-9581-6b7aac6be68b,cdu,Unknown,cdu_17-09-2021_00:00_image0.jpeg,,,,,,Unknown
1077,34c5560a-f171-474e-beeb-ec02e1625d56,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1078,fadbf6a8-6f25-47f7-9412-20ff8ca6044a,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1079,71579991-5a09-4bcf-a32f-8117419049d2,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1080,eb06d1f1-89cf-489c-9f9f-e5a8bb123351,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1081,5552174f-d994-4182-8157-25fe03320954,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1082,3cad7ac4-3b6b-4df5-b40a-97b554db9a62,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1083,e29d5f77-56de-496c-a14f-5b5568a75746,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1084,01256104-2429-4d28-8472-b92fa71697ae,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1085,64e90481-4607-48a7-b3b0-72e09f7351a3,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1086,b087889e-6a20-4ff5-a132-01e9768c6857,armin_laschet,Armin Laschet,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1087,31004032-2fe3-4a09-bb84-15a945fa8bac,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1088,41f6fd42-0f2d-4c43-bb21-a68358b454ed,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1089,6ed7d9f3-46b4-43a6-95d4-e225f2e47850,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1090,1bda57bf-fb0a-4714-9a71-8eb49f751bf4,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1091,76de48fd-2038-40df-9f58-5aa9f0199df3,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1092,d58a63f8-d1eb-4d35-abff-2d48bfd28136,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1093,92cd19bf-06a4-4738-8498-e620bdefe3e9,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1094,d3e5c689-5222-4a5e-87d5-cbc06227fde4,armin_laschet,Unknown,armin_laschet_26-09-2021_00:00_video5.jpeg,,,,,,Unknown
1095,107d1506-860a-4c11-b641-ec8e93810dc3,die_gruenen,Annalena Baerbock,die_gruenen_25-09-2021_00:00_video29.jpeg,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.7523904236578489,Facenet512,euclidean_l2,13.0,Annalena Baerbock
1096,d6e4c588-e429-45ed-9ded-3ccc3b68384a,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1097,52f419a6-9005-4889-b5a7-edd6267d5ba4,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1098,a99b42de-1531-4c12-a83c-e0491bf3d2e9,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1099,7f1b2d18-25d8-47d9-9322-0b7ac353543e,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1100,a8f48d1a-3733-481a-ba8b-961cfd27f4bd,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1101,78ff117c-4a73-425b-a06d-7a9bc524c2ed,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1102,d63b951d-192e-40c2-b9db-d2e92f9037dd,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1103,c3d91ba6-9570-48dd-b8b4-6fee7b2102e8,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1104,42171f3c-18f7-4186-a159-98ec0e187978,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video29.jpeg,,,,,,Unknown
1105,32a3368f-aec0-49f8-86a0-33fc04328319,cdu,Unknown,cdu_14-09-2021_00:00_video3.jpeg,,,,,,Unknown
1106,95b23acd-a14c-45cb-a64c-88a84e635a05,spdde,Olaf Scholz,spdde_14-09-2021_00:00_image1.jpeg,c27ee252-e37c-4074-92b5-20e300431107.png,0.6291080635624619,Facenet512,euclidean_l2,20.0,Olaf Scholz
1112,6fdabefa-4873-4c3b-ac52-03ef48ded4b2,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image2.jpeg,,,,,,Unknown
1113,3d925b5e-7932-4c61-8902-c5d80e03b03b,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image2.jpeg,,,,,,Unknown
1114,e24de377-57bc-4078-b597-55126b90ad35,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image2.jpeg,,,,,,Unknown
1124,e3231259-4634-44d6-9ba3-58a27d17a196,cdu,Unknown,cdu_25-09-2021_00:00_video0.jpeg,,,,,,Unknown
1125,95eba1ef-a8cc-4091-88e6-1e4acce82474,cdu,Unknown,cdu_25-09-2021_00:00_video0.jpeg,,,,,,Unknown
1128,ad797c67-8523-4f51-b085-60c95625b29f,olafscholz,Olaf Scholz,olafscholz_25-09-2021_00:00_video4.jpeg,,,,,,Unknown
1129,ae31d3dc-7561-407a-92e6-97742d709616,olafscholz,Unknown,olafscholz_25-09-2021_00:00_video4.jpeg,,,,,,Unknown
1130,81a4d973-cb42-41af-91cc-3c673430283c,olafscholz,Unknown,olafscholz_20-09-2021_00:00_video8.jpeg,,,,,,Unknown
1131,37865cfd-7423-4ec8-aaa8-0d50dbac55b3,olafscholz,Olaf Scholz,olafscholz_20-09-2021_00:00_video8.jpeg,82f4d29e-1d17-4672-b015-52009fda2a23.png,0.9145868241987596,Facenet512,euclidean_l2,4.0,Olaf Scholz
1132,1d8309ff-f239-4a3b-8da3-b1cba0ec17e2,olafscholz,Unknown,olafscholz_20-09-2021_00:00_video8.jpeg,,,,,,Unknown
1133,938ee3a6-bbbf-43a4-8071-5d96423a1428,olafscholz,Olaf Scholz,olafscholz_25-09-2021_00:00_video3.jpeg,,,,,,Unknown
1139,323ba1b1-fbdb-4097-aa36-7511e14a4fc6,cdu,Armin Laschet,cdu_22-09-2021_00:00_video9.jpeg,laschet_armin.jpeg,0.9035435164631896,Facenet512,euclidean_l2,6.0,Armin Laschet
1140,bd424366-90e4-4117-85c6-c5377739575c,cdu,Unknown,cdu_22-09-2021_00:00_video9.jpeg,,,,,,Unknown
1141,e204a99c-137f-4940-b822-868feaf5eac6,olafscholz,Olaf Scholz,olafscholz_22-09-2021_00:00_video10.jpeg,04a53ef1-618b-4c9c-97a8-a1187a75c05c.png,0.5073143630238187,Facenet512,euclidean_l2,20.0,Olaf Scholz
1142,2d9bae60-450d-4868-9779-752543605f7d,olafscholz,Unknown,olafscholz_22-09-2021_00:00_video10.jpeg,,,,,,Unknown
1143,081cd4ec-4d56-4d88-b53f-b4d8b5570807,cdu,Unknown,cdu_20-09-2021_00:00_video27.jpeg,,,,,,Unknown
1144,d3d909ed-9652-42f1-bb00-fd6d397f9895,cdu,Unknown,cdu_20-09-2021_00:00_video27.jpeg,,,,,,Unknown
1145,7f3cacb9-7eb3-44aa-9a64-b56b1bba9329,cdu,Unknown,cdu_20-09-2021_00:00_video27.jpeg,,,,,,Unknown
1146,c02ccd39-1360-47aa-b2b8-513b68eaebba,christianlindner,Christian Lindner,christianlindner_25-09-2021_00:00_image0.jpeg,d9fbc863-1aed-44af-8419-b4d18c9b5d48.png,0.6721131874624606,Facenet512,euclidean_l2,9.0,Christian Lindner
1147,fd765d1b-d2f6-48dd-93e1-f39c216d46fe,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,,,,,,Unknown
1148,3add1780-3676-4e8e-af3a-8536bfd6c5df,abaerbock,Annalena Baerbock,abaerbock_26-09-2021_00:00_image3.jpeg,7043f13e-1c39-4e44-97a1-5130e364ed41.png,0.7607353223444105,Facenet512,euclidean_l2,13.0,Annalena Baerbock
1149,3456528f-8543-40c6-a821-3f171d9bc72e,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,,,,,,Unknown
1150,67573ab7-650b-43e2-b9e8-acc7ebdb92d8,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,,,,,,Unknown
1151,33a84d5f-4a96-4c25-822e-250363e46d43,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,3f3034b2-faf6-43ad-ae81-188498b8e10d.png,1.004500966404032,Facenet512,euclidean_l2,3.0,Annalena Baerbock
1152,bd0db80e-f4f6-4d0b-a916-c35f3da5a979,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,,,,,,Unknown
1153,a8b3782e-897f-4700-803c-e3292c770ac9,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,,,,,,Unknown
1154,0ee752ee-f509-4082-9aed-5ae460114fde,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,,,,,,Unknown
1155,37423432-7946-4a6d-b16f-4ad5bc720ba1,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image3.jpeg,,,,,,Unknown
1160,836dc544-9f1b-4424-8f62-5b63b422ff34,die_gruenen,Unknown,die_gruenen_25-09-2021_00:00_video43.jpeg,,,,,,Unknown
1161,1b8e1811-0e11-450d-8ffb-110a0767657d,olafscholz,Olaf Scholz,olafscholz_25-09-2021_00:00_image2.jpeg,97bef193-f3fe-4df6-b6d6-37ad2790018d.png,0.7187048669479168,Facenet512,euclidean_l2,20.0,Olaf Scholz
1162,91a17dd1-00e1-4b88-9a56-29f685c83ff9,olafscholz,Unknown,olafscholz_25-09-2021_00:00_image2.jpeg,,,,,,Unknown
1163,e0f8630a-8ea3-4d2c-bc76-183046cec6eb,christlichsozialeunion,Unknown,christlichsozialeunion_25-09-2021_00:00_video5.jpeg,,,,,,Unknown
1164,618a2973-b466-4ef1-bed2-66d8f24f2582,cdu,Unknown,cdu_22-09-2021_00:00_video3.jpeg,,,,,,Unknown
1165,c2466824-3e5a-4663-a48b-a61c2cd2e0ba,cdu,Armin Laschet,cdu_22-09-2021_00:00_video3.jpeg,,,,,,Unknown
